dataset,instancia,n,R,archivo
densidad-media,MEDIA-156,156,12246,instancias/densidad-media/MEDIA-156.txt
densidad-media,MEDIA-157,157,12403,instancias/densidad-media/MEDIA-157.txt
densidad-media,MEDIA-158,158,12561,instancias/densidad-media/MEDIA-158.txt
densidad-media,MEDIA-159,159,12720,instancias/densidad-media/MEDIA-159.txt
densidad-media,MEDIA-160,160,12880,instancias/densidad-media/MEDIA-160.txt
densidad-media,MEDIA-161,161,13041,instancias/densidad-media/MEDIA-161.txt
densidad-media,MEDIA-162,162,13203,instancias/densidad-media/MEDIA-162.txt
densidad-media,MEDIA-163,163,13366,instancias/densidad-media/MEDIA-163.txt
densidad-media,MEDIA-164,164,13530,instancias/densidad-media/MEDIA-164.txt
densidad-media,MEDIA-165,165,13695,instancias/densidad-media/MEDIA-165.txt
densidad-media,MEDIA-166,166,13861,instancias/densidad-media/MEDIA-166.txt
densidad-media,MEDIA-167,167,14028,instancias/densidad-media/MEDIA-167.txt
densidad-media,MEDIA-168,168,14196,instancias/densidad-media/MEDIA-168.txt
densidad-media,MEDIA-169,169,14365,instancias/densidad-media/MEDIA-169.txt
densidad-media,MEDIA-170,170,14535,instancias/densidad-media/MEDIA-170.txt
densidad-media,MEDIA-171,171,14706,instancias/densidad-media/MEDIA-171.txt
densidad-media,MEDIA-172,172,14878,instancias/densidad-media/MEDIA-172.txt
densidad-media,MEDIA-173,173,15051,instancias/densidad-media/MEDIA-173.txt
densidad-media,MEDIA-174,174,15225,instancias/densidad-media/MEDIA-174.txt
densidad-media,MEDIA-175,175,15400,instancias/densidad-media/MEDIA-175.txt
densidad-media,MEDIA-176,176,15576,instancias/densidad-media/MEDIA-176.txt
densidad-media,MEDIA-177,177,15753,instancias/densidad-media/MEDIA-177.txt
densidad-media,MEDIA-178,178,15931,instancias/densidad-media/MEDIA-178.txt
densidad-media,MEDIA-179,179,16110,instancias/densidad-media/MEDIA-179.txt
densidad-media,MEDIA-180,180,16290,instancias/densidad-media/MEDIA-180.txt
densidad-media,MEDIA-181,181,16471,instancias/densidad-media/MEDIA-181.txt
densidad-media,MEDIA-182,182,16653,instancias/densidad-media/MEDIA-182.txt
densidad-media,MEDIA-183,183,16836,instancias/densidad-media/MEDIA-183.txt
densidad-media,MEDIA-184,184,17020,instancias/densidad-media/MEDIA-184.txt
densidad-media,MEDIA-185,185,17205,instancias/densidad-media/MEDIA-185.txt
densidad-media,MEDIA-186,186,17391,instancias/densidad-media/MEDIA-186.txt
densidad-media,MEDIA-187,187,17578,instancias/densidad-media/MEDIA-187.txt
densidad-media,MEDIA-188,188,17766,instancias/densidad-media/MEDIA-188.txt
densidad-media,MEDIA-189,189,17955,instancias/densidad-media/MEDIA-189.txt
densidad-media,MEDIA-190,190,18145,instancias/densidad-media/MEDIA-190.txt
densidad-media,MEDIA-191,191,18336,instancias/densidad-media/MEDIA-191.txt
densidad-media,MEDIA-192,192,18528,instancias/densidad-media/MEDIA-192.txt
densidad-media,MEDIA-193,193,18721,instancias/densidad-media/MEDIA-193.txt
densidad-media,MEDIA-194,194,18915,instancias/densidad-media/MEDIA-194.txt
densidad-media,MEDIA-195,195,19110,instancias/densidad-media/MEDIA-195.txt
densidad-media,MEDIA-196,196,19306,instancias/densidad-media/MEDIA-196.txt
densidad-media,MEDIA-197,197,19503,instancias/densidad-media/MEDIA-197.txt
densidad-media,MEDIA-198,198,19701,instancias/densidad-media/MEDIA-198.txt
densidad-media,MEDIA-199,199,19900,instancias/densidad-media/MEDIA-199.txt
densidad-media,MEDIA-200,200,20100,instancias/densidad-media/MEDIA-200.txt
